0.000000   -0.002747  -1.098633   2.998866
0.002500   -0.002747  0.000000   2.990615
0.005000   -0.002747  0.000000   2.990627
0.007500   0.004395  2.856445   2.969454
0.010000   0.029114  9.887695   2.917817
0.012500   0.062073  13.183594   2.894471
0.015000   0.100525  15.380859   2.879627
0.017500   0.151062  20.214844   2.846130
0.020000   0.212585  24.609375   2.816594
0.022500   0.287292  29.882813   2.781985
0.025000   0.372986  34.277344   2.754700
0.027500   0.469116  38.452148   2.729944
0.030000   0.575134  42.407227   2.707627
0.032500   0.692688  47.021484   2.682514
0.035000   0.825073  52.954102   2.651275
0.037500   0.959656  53.833008   2.650044
0.040000   1.099731  56.030273   2.641646
0.042500   1.249695  59.985352   2.624279
0.045000   1.410645  64.379883   2.605770
0.047500   1.577637  66.796875   2.598227
0.050000   1.751770  69.653320   2.589170
0.052500   1.934692  73.168945   2.577745
0.055000   2.118713  73.608398   2.580836
0.057500   2.308228  75.805664   2.576310
0.060000   2.512024  81.518555   2.557612
0.062500   2.716370  81.738281   2.562442
0.065000   2.927856  84.594727   2.556938
0.067500   3.150330  88.989258   2.546376
0.070000   3.368408  87.231445   2.559076
0.072500   3.598572  92.065430   2.547781
0.075000   3.833679  94.042969   2.547516
0.077500   4.064392  92.285156   2.560211
0.080000   4.307190  97.119141   2.550628
0.082500   4.549988  97.119141   2.557613
0.085000   4.803772  101.513672   2.550832
0.087500   5.054260  100.195313   2.562078
0.090000   5.316284  104.809570   2.555552
0.092500   5.582153  106.347656   2.558667
0.095000   5.854614  108.984375   2.558984
0.097500   6.132019  110.961914   2.561593
0.100000   6.409973  111.181641   2.568990
0.102500   6.691223  112.500000   2.573581
0.105000   6.979065  115.136719   2.575186
0.107500   7.266357  114.916992   2.584043
0.110000   7.554749  115.356445   2.591289
0.112500   7.844788  116.015625   2.598076
0.115000   8.143066  119.311523   2.598835
0.117500   8.439697  118.652344   2.608886
0.120000   8.744019  121.728516   2.610626
0.122500   9.050537  122.607422   2.617544
